Database,Pathway,P-value,Adjusted P-value,Combined Score,N Genes Overlap,Genes,Compostos Associados,Aging Related
GO_BP,Negative Regulation Of Growth (GO:0045926),1.480936e-02,3.485066e-02,48.95,2,STK11; SIRT1,Metformin; Resveratrol,No
Reactome,PI3K Events In ERBB4 Signaling R-HSA-1250342,1.490236e-02,3.610955e-02,321.69,1,PIK3R1,DACTOLISIB; GEDATOLISIB,Yes
Reactome,Activation Of PPARGC1A (PGC-1alpha) By Phosphorylation R-HSA-2151209,1.490236e-02,3.610955e-02,321.69,1,PRKAA2,Metformin,Yes
Reactome,MAPK3 (ERK1) Activation R-HSA-110056,1.490236e-02,3.610955e-02,321.69,1,IL6,SILTUXIMAB,No
Reactome,Signaling By FGFR4 In Disease R-HSA-5655291,1.490236e-02,3.610955e-02,321.69,1,PIK3R1,DACTOLISIB; GEDATOLISIB,Yes
GO_BP,Regulation Of Coagulation (GO:0050818),1.490236e-02,3.485066e-02,321.69,1,EPHB2,Dasatinib,No
GO_BP,Negative Regulation Of Hydrogen Peroxide-Induced Cell Death (GO:1903206),1.490236e-02,3.485066e-02,321.69,1,NFE2L2,BARDOXOLONE METHYL,No
GO_BP,Negative Regulation Of Pathway-Restricted SMAD Protein Phosphorylation (GO:0060394),1.490236e-02,3.485066e-02,321.69,1,PPARG,BARDOXOLONE METHYL; BEZAFIBRATE; ROSIGLITAZONE,No
GO_BP,T-helper Cell Lineage Commitment (GO:0002295),1.490236e-02,3.485066e-02,321.69,1,IL6,SILTUXIMAB,No
GO_BP,Regulation Of Lamellipodium Morphogenesis (GO:2000392),1.490236e-02,3.485066e-02,321.69,1,SRC,Dasatinib,No
GO_BP,Neuron Projection Fasciculation (GO:0106030),1.490236e-02,3.485066e-02,321.69,1,EPHB2,Dasatinib,No
GO_BP,Regulation Of Peroxisome Proliferator Activated Receptor Signaling Pathway (GO:0035358),1.490236e-02,3.485066e-02,321.69,1,SIRT1,Resveratrol,Yes
GO_BP,Regulation Of Phospholipase Activity (GO:0010517),1.490236e-02,3.485066e-02,321.69,1,FGFR1,NINTEDANIB; NINTEDANIB ESYLATE; PAZOPANIB; PAZOPANIB HYDROCHLORIDE; REGORAFENIB,No
GO_BP,Regulation Of Smooth Muscle Cell Apoptotic Process (GO:0034391),1.490236e-02,3.485066e-02,321.69,1,SIRT1,Resveratrol,No
GO_BP,Positive Regulation Of MHC Class II Biosynthetic Process (GO:0045348),1.490236e-02,3.485066e-02,321.69,1,SIRT1,Resveratrol,No
GO_BP,Response To Corticosteroid (GO:0031960),1.490236e-02,3.485066e-02,321.69,1,IL6,SILTUXIMAB,No
GO_BP,Positive Regulation Of Attachment Of Spindle Microtubules To Kinetochore (GO:0051987),1.490236e-02,3.485066e-02,321.69,1,BECN1,Spermidine,No
GO_BP,Positive Regulation Of Cellular Senescence (GO:2000774),1.490236e-02,3.485066e-02,321.69,1,SIRT1,Resveratrol,Yes
GO_BP,Positive Regulation Of Cholesterol Metabolic Process (GO:0090205),1.490236e-02,3.485066e-02,321.69,1,PRKAA1,Metformin,No
GO_BP,Positive Regulation Of Integrin Activation (GO:0033625),1.490236e-02,3.485066e-02,321.69,1,SRC,Dasatinib,No
GO_BP,Urogenital System Development (GO:0001655),1.490236e-02,3.485066e-02,321.69,1,EPHB2,Dasatinib,No
GO_BP,Positive Regulation Of Nitric-Oxide Synthase Biosynthetic Process (GO:0051770),1.490236e-02,3.485066e-02,321.69,1,NAMPT,Resveratrol,No
GO_BP,Progesterone Receptor Signaling Pathway (GO:0050847),1.490236e-02,3.485066e-02,321.69,1,SRC,Dasatinib,No
GO_BP,Monocyte Differentiation (GO:0030224),1.490236e-02,3.485066e-02,321.69,1,PPARG,BARDOXOLONE METHYL; BEZAFIBRATE; ROSIGLITAZONE,No
GO_BP,Regulation Of T-helper 2 Cell Cytokine Production (GO:2000551),1.490236e-02,3.485066e-02,321.69,1,IL6,SILTUXIMAB,No
Reactome,Signaling By Rho GTPases R-HSA-194315,1.501527e-02,3.615142e-02,19.51,4,SRC; ABL1; PIK3R1; EPHA2,DACTOLISIB; Dasatinib; GEDATOLISIB,No
GO_BP,Regulation Of Mitotic Cell Cycle (GO:0007346),1.503625e-02,3.500574e-02,48.38,2,RPS6KB1; SIRT1,Rapamycin; Resveratrol,Yes
GO_BP,Response To Cytokine (GO:0034097),1.503625e-02,3.500574e-02,48.38,2,SRC; BCL2,Dasatinib; VENETOCLAX,No
KEGG,Osteoclast differentiation,1.549456e-02,2.515948e-02,47.26,2,PPARG; PIK3R1,BARDOXOLONE METHYL; BEZAFIBRATE; DACTOLISIB; GEDATOLISIB; ROSIGLITAZONE,No
GO_BP,Regulation Of Response To External Stimulus (GO:0032101),1.549456e-02,3.583117e-02,47.26,2,EPHB2; NFE2L2,BARDOXOLONE METHYL; Dasatinib,No
GO_BP,Regulation Of Tumor Necrosis Factor Production (GO:0032680),1.549456e-02,3.583117e-02,47.26,2,IL6; EPHB2,Dasatinib; SILTUXIMAB,No
GO_BP,Regulation Of Anatomical Structure Morphogenesis (GO:0022603),1.549456e-02,3.583117e-02,47.26,2,IL6; EPHA2,Dasatinib; SILTUXIMAB,No
KEGG,Relaxin signaling pathway,1.595886e-02,2.565934e-02,46.18,2,SRC; PIK3R1,DACTOLISIB; Dasatinib; GEDATOLISIB,No
Reactome,"Signaling By Rho GTPases, Miro GTPases And RHOBTB3 R-HSA-9716542",1.629543e-02,3.752677e-02,18.65,4,SRC; ABL1; PIK3R1; EPHA2,DACTOLISIB; Dasatinib; GEDATOLISIB,No
Reactome,Pexophagy R-HSA-9664873,1.638073e-02,3.752677e-02,282.99,1,MAP1LC3B,Spermidine,No
Reactome,Carnitine Metabolism R-HSA-200425,1.638073e-02,3.752677e-02,282.99,1,PRKAA2,Metformin,No
Reactome,Interleukin-6 Signaling R-HSA-1059683,1.638073e-02,3.752677e-02,282.99,1,IL6,SILTUXIMAB,No
Reactome,SARS-CoV-2 Modulates Autophagy R-HSA-9754560,1.638073e-02,3.752677e-02,282.99,1,MAP1LC3B,Spermidine,Yes
Reactome,Digestion Of Dietary Carbohydrate R-HSA-189085,1.638073e-02,3.752677e-02,282.99,1,MGAM,Acarbose,No
Reactome,Signaling By PDGFRA Extracellular Domain Mutants R-HSA-9673770,1.638073e-02,3.752677e-02,282.99,1,PIK3R1,DACTOLISIB; GEDATOLISIB,No
Reactome,Signaling By Activated Point Mutants Of FGFR1 R-HSA-1839122,1.638073e-02,3.752677e-02,282.99,1,FGFR1,NINTEDANIB; NINTEDANIB ESYLATE; PAZOPANIB; PAZOPANIB HYDROCHLORIDE; REGORAFENIB,Yes
GO_BP,Regulation Of Cytoplasmic Transport (GO:1903649),1.638073e-02,3.649557e-02,282.99,1,SRC,Dasatinib,No
GO_BP,DNA Methylation-Dependent Heterochromatin Formation (GO:0006346),1.638073e-02,3.649557e-02,282.99,1,SIRT1,Resveratrol,No
GO_BP,Regulation Of Keratinocyte Migration (GO:0051547),1.638073e-02,3.649557e-02,282.99,1,MTOR,DACTOLISIB; GEDATOLISIB; Rapamycin,No
GO_BP,Regulation Of Lipid Kinase Activity (GO:0043550),1.638073e-02,3.649557e-02,282.99,1,PIK3R1,DACTOLISIB; GEDATOLISIB,No
GO_BP,Regulation Of Response To Oxidative Stress (GO:1902882),1.638073e-02,3.649557e-02,282.99,1,NFE2L2,BARDOXOLONE METHYL,Yes
GO_BP,Cellular Response To UV-B (GO:0071493),1.638073e-02,3.649557e-02,282.99,1,STK11,Metformin,No
GO_BP,Phosphatidylinositol-3-Phosphate Biosynthetic Process (GO:0036092),1.638073e-02,3.649557e-02,282.99,1,BECN1,Spermidine,No
GO_BP,Cellular Response To Fluid Shear Stress (GO:0071498),1.638073e-02,3.649557e-02,282.99,1,NFE2L2,BARDOXOLONE METHYL,No
GO_BP,Regulation Of Type II Interferon-Mediated Signaling Pathway (GO:0060334),1.638073e-02,3.649557e-02,282.99,1,PPARG,BARDOXOLONE METHYL; BEZAFIBRATE; ROSIGLITAZONE,No
GO_BP,Retinoic Acid Receptor Signaling Pathway (GO:0048384),1.638073e-02,3.649557e-02,282.99,1,PPARG,BARDOXOLONE METHYL; BEZAFIBRATE; ROSIGLITAZONE,No
GO_BP,Positive Regulation Of Endoplasmic Reticulum Unfolded Protein Response (GO:1900103),1.638073e-02,3.649557e-02,282.99,1,PIK3R1,DACTOLISIB; GEDATOLISIB,No
GO_BP,Positive Regulation Of Platelet Aggregation (GO:1901731),1.638073e-02,3.649557e-02,282.99,1,IL6,SILTUXIMAB,No
GO_BP,Lipoprotein Transport (GO:0042953),1.638073e-02,3.649557e-02,282.99,1,PPARG,BARDOXOLONE METHYL; BEZAFIBRATE; ROSIGLITAZONE,No
GO_BP,Lysosomal Microautophagy (GO:0016237),1.638073e-02,3.649557e-02,282.99,1,ULK1,Spermidine,Yes
GO_BP,Regulation Of Astrocyte Differentiation (GO:0048710),1.638073e-02,3.649557e-02,282.99,1,IL6,SILTUXIMAB,No
GO_BP,Negative Regulation Of Bone Remodeling (GO:0046851),1.638073e-02,3.649557e-02,282.99,1,IL6,SILTUXIMAB,No
GO_BP,Regulation Of Cell Activation (GO:0050865),1.638073e-02,3.649557e-02,282.99,1,IL6,SILTUXIMAB,No
Reactome,Signaling By NTRKs R-HSA-166520,1.666647e-02,3.795135e-02,44.63,2,SRC; PIK3R1,DACTOLISIB; Dasatinib; GEDATOLISIB,No
GO_BP,Plasma Membrane Bounded Cell Projection Organization (GO:0120036),1.666647e-02,3.705249e-02,44.63,2,IL6; ULK1,SILTUXIMAB; Spermidine,No
Reactome,Cell Surface Interactions At Vascular Wall R-HSA-202733,1.714558e-02,3.880857e-02,43.65,2,SRC; PIK3R1,DACTOLISIB; Dasatinib; GEDATOLISIB,No
GO_BP,Cellular Response To Metal Ion (GO:0071248),1.738735e-02,3.802618e-02,43.17,2,PRKAA1; PRKAA2,Metformin,No
Reactome,PECAM1 Interactions R-HSA-210990,1.785697e-02,3.947330e-02,251.86,1,SRC,Dasatinib,No
Reactome,p38MAPK Events R-HSA-171007,1.785697e-02,3.947330e-02,251.86,1,SRC,Dasatinib,No
Reactome,Erythropoietin Activates Phosphoinositide-3-kinase (PI3K) R-HSA-9027276,1.785697e-02,3.947330e-02,251.86,1,PIK3R1,DACTOLISIB; GEDATOLISIB,Yes
Reactome,FGFR1c Ligand Binding And Activation R-HSA-190373,1.785697e-02,3.947330e-02,251.86,1,FGFR1,NINTEDANIB; NINTEDANIB ESYLATE; PAZOPANIB; PAZOPANIB HYDROCHLORIDE; REGORAFENIB,Yes
GO_BP,C-terminal Protein Amino Acid Modification (GO:0018410),1.785697e-02,3.802618e-02,251.86,1,ATG5,Spermidine,No
GO_BP,Negative Regulation Of Macrophage Derived Foam Cell Differentiation (GO:0010745),1.785697e-02,3.802618e-02,251.86,1,PPARG,BARDOXOLONE METHYL; BEZAFIBRATE; ROSIGLITAZONE,No
GO_BP,UV-damage Excision Repair (GO:0070914),1.785697e-02,3.802618e-02,251.86,1,SIRT1,Resveratrol,No
GO_BP,Regulation Of Leukocyte Adhesion To Vascular Endothelial Cell (GO:1904994),1.785697e-02,3.802618e-02,251.86,1,IL6,SILTUXIMAB,No
GO_BP,Adipose Tissue Development (GO:0060612),1.785697e-02,3.802618e-02,251.86,1,NAMPT,Resveratrol,No
GO_BP,Neutrophil Mediated Immunity (GO:0002446),1.785697e-02,3.802618e-02,251.86,1,IL6,SILTUXIMAB,No
GO_BP,Axonal Fasciculation (GO:0007413),1.785697e-02,3.802618e-02,251.86,1,EPHB2,Dasatinib,No
GO_BP,cAMP Metabolic Process (GO:0046058),1.785697e-02,3.802618e-02,251.86,1,EPHA2,Dasatinib,No
GO_BP,Cellular Component Maintenance (GO:0043954),1.785697e-02,3.802618e-02,251.86,1,IGF1R,MECASERMIN,No
GO_BP,Cellular Response To Leucine Starvation (GO:1990253),1.785697e-02,3.802618e-02,251.86,1,MTOR,DACTOLISIB; GEDATOLISIB; Rapamycin,No
GO_BP,Regulation Of Transcription From RNA Polymerase II Promoter In Response To Stress (GO:0043618),1.785697e-02,3.802618e-02,251.86,1,NFE2L2,BARDOXOLONE METHYL,No
GO_BP,Positive Regulation Of ERAD Pathway (GO:1904294),1.785697e-02,3.802618e-02,251.86,1,NFE2L2,BARDOXOLONE METHYL,No
GO_BP,Positive Regulation Of Alcohol Biosynthetic Process (GO:1902932),1.785697e-02,3.802618e-02,251.86,1,PRKAA1,Metformin,No
GO_BP,Response To Iron Ion (GO:0010039),1.785697e-02,3.802618e-02,251.86,1,BCL2,VENETOCLAX,No
GO_BP,Positive Regulation Of Insulin Receptor Signaling Pathway (GO:0046628),1.785697e-02,3.802618e-02,251.86,1,SIRT1,Resveratrol,No
GO_BP,Positive Regulation Of Neuroinflammatory Response (GO:0150078),1.785697e-02,3.802618e-02,251.86,1,IL6,SILTUXIMAB,Yes
GO_BP,Positive Regulation Of Vascular Endothelial Cell Proliferation (GO:1905564),1.785697e-02,3.802618e-02,251.86,1,FGFR1,NINTEDANIB; NINTEDANIB ESYLATE; PAZOPANIB; PAZOPANIB HYDROCHLORIDE; REGORAFENIB,No
GO_BP,Lipoprotein Localization (GO:0044872),1.785697e-02,3.802618e-02,251.86,1,PPARG,BARDOXOLONE METHYL; BEZAFIBRATE; ROSIGLITAZONE,No
GO_BP,Negative Regulation Of Cardiac Muscle Hypertrophy (GO:0010614),1.785697e-02,3.802618e-02,251.86,1,PPARG,BARDOXOLONE METHYL; BEZAFIBRATE; ROSIGLITAZONE,No
GO_BP,Protein Localization To Organelle (GO:0033365),1.787524e-02,3.802618e-02,42.23,2,PRKAA1; PRKAA2,Metformin,No
Reactome,Signal Regulatory Protein Family Interactions R-HSA-391160,1.933106e-02,4.223781e-02,226.31,1,SRC,Dasatinib,No
Reactome,FCGR Activation R-HSA-2029481,1.933106e-02,4.223781e-02,226.31,1,SRC,Dasatinib,No
GO_BP,ERBB2 Signaling Pathway (GO:0038128),1.933106e-02,3.989438e-02,226.31,1,SRC,Dasatinib,No
GO_BP,Regulation Of Lamellipodium Organization (GO:1902743),1.933106e-02,3.989438e-02,226.31,1,EPHA2,Dasatinib,No
GO_BP,Acute-Phase Response (GO:0006953),1.933106e-02,3.989438e-02,226.31,1,IL6,SILTUXIMAB,No
GO_BP,Regulation Of Macrophage Cytokine Production (GO:0010935),1.933106e-02,3.989438e-02,226.31,1,SIRT1,Resveratrol,No
GO_BP,Regulation Of Nitric-Oxide Synthase Biosynthetic Process (GO:0051769),1.933106e-02,3.989438e-02,226.31,1,NAMPT,Resveratrol,No
GO_BP,Regulation Of Transcription Of Nucleolar Large rRNA By RNA Polymerase I (GO:1901836),1.933106e-02,3.989438e-02,226.31,1,MTOR,DACTOLISIB; GEDATOLISIB; Rapamycin,No
GO_BP,Response To Progesterone (GO:0032570),1.933106e-02,3.989438e-02,226.31,1,SRC,Dasatinib,No
GO_BP,Positive Regulation Of Cellular Response To Insulin Stimulus (GO:1900078),1.933106e-02,3.989438e-02,226.31,1,SIRT1,Resveratrol,No
GO_BP,Positive Regulation Of Histone Deacetylation (GO:0031065),1.933106e-02,3.989438e-02,226.31,1,SIRT1,Resveratrol,No
GO_BP,Positive Regulation Of Protein Deacetylation (GO:0090312),1.933106e-02,3.989438e-02,226.31,1,SIRT1,Resveratrol,No
GO_BP,Positive Regulation Of Type 2 Immune Response (GO:0002830),1.933106e-02,3.989438e-02,226.31,1,IL6,SILTUXIMAB,No
GO_BP,Mature B Cell Differentiation Involved In Immune Response (GO:0002313),1.933106e-02,3.989438e-02,226.31,1,IL6,SILTUXIMAB,No
GO_BP,"Negative Regulation Of DNA Damage Response, Signal Transduction By P53 Class Mediator (GO:0043518)",1.933106e-02,3.989438e-02,226.31,1,SIRT1,Resveratrol,Yes
GO_BP,Regulation Of cAMP-dependent Protein Kinase Activity (GO:2000479),1.933106e-02,3.989438e-02,226.31,1,SIRT1,Resveratrol,No
GO_BP,Regulation Of Cellular Ketone Metabolic Process (GO:0010565),1.933106e-02,3.989438e-02,226.31,1,SIRT1,Resveratrol,No
Reactome,Neuronal System R-HSA-112316,1.969459e-02,4.278480e-02,22.32,3,PRKAA1; PRKAA2; SRC,Dasatinib; Metformin,No
Reactome,Cytokine Signaling In Immune System R-HSA-1280215,1.997963e-02,4.315601e-02,16.62,4,GHR; IL6; BCL2; PIK3R1,DACTOLISIB; GEDATOLISIB; SILTUXIMAB; SOMATROPIN; VENETOCLAX,No
GO_BP,Regulation Of Cold-Induced Thermogenesis (GO:0120161),2.014211e-02,4.105128e-02,38.40,2,STK11; IGF1R,MECASERMIN; Metformin,No
GO_BP,Negative Regulation Of Response To External Stimulus (GO:0032102),2.014211e-02,4.105128e-02,38.40,2,PPARG; ATG5,BARDOXOLONE METHYL; BEZAFIBRATE; ROSIGLITAZONE; Spermidine,No
Reactome,Mitotic G1 Phase And G1/S Transition R-HSA-453279,2.040110e-02,4.368633e-02,38.01,2,SRC; ABL1,Dasatinib,No
KEGG,Phospholipase D signaling pathway,2.066150e-02,3.289792e-02,37.63,2,PIK3R1; MTOR,DACTOLISIB; GEDATOLISIB; Rapamycin,No
GO_BP,Defense Response To Symbiont (GO:0140546),2.066150e-02,4.105128e-02,37.63,2,IL6; BCL2,SILTUXIMAB; VENETOCLAX,No
Reactome,Glycogen Breakdown (Glycogenolysis) R-HSA-70221,2.080301e-02,4.368633e-02,205.00,1,GAA,Acarbose,No
Reactome,Constitutive Signaling By EGFRvIII R-HSA-5637810,2.080301e-02,4.368633e-02,205.00,1,PIK3R1,DACTOLISIB; GEDATOLISIB,No
Reactome,DCC Mediated Attractive Signaling R-HSA-418885,2.080301e-02,4.368633e-02,205.00,1,SRC,Dasatinib,No
Reactome,Role Of LAT2/NTAL/LAB On Calcium Mobilization R-HSA-2730905,2.080301e-02,4.368633e-02,205.00,1,PIK3R1,DACTOLISIB; GEDATOLISIB,No
GO_BP,Regulation Of Cholesterol Storage (GO:0010885),2.080301e-02,4.105128e-02,205.00,1,PPARG,BARDOXOLONE METHYL; BEZAFIBRATE; ROSIGLITAZONE,No
GO_BP,Negative Regulation Of Fatty Acid Biosynthetic Process (GO:0045717),2.080301e-02,4.105128e-02,205.00,1,SIRT1,Resveratrol,No
GO_BP,Regulation Of Extracellular Matrix Disassembly (GO:0010715),2.080301e-02,4.105128e-02,205.00,1,IL6,SILTUXIMAB,No
GO_BP,Regulation Of Integrin Activation (GO:0033623),2.080301e-02,4.105128e-02,205.00,1,SRC,Dasatinib,No
GO_BP,Negative Regulation Of Receptor Signaling Pathway Via STAT (GO:1904893),2.080301e-02,4.105128e-02,205.00,1,PPARG,BARDOXOLONE METHYL; BEZAFIBRATE; ROSIGLITAZONE,No
GO_BP,Regulation Of Microglial Cell Activation (GO:1903978),2.080301e-02,4.105128e-02,205.00,1,IL6,SILTUXIMAB,No
GO_BP,Regulation Of Sequestering Of Triglyceride (GO:0010889),2.080301e-02,4.105128e-02,205.00,1,PPARG,BARDOXOLONE METHYL; BEZAFIBRATE; ROSIGLITAZONE,No
GO_BP,Positive Regulation Of Acute Inflammatory Response (GO:0002675),2.080301e-02,4.105128e-02,205.00,1,IL6,SILTUXIMAB,Yes
GO_BP,Contractile Actin Filament Bundle Assembly (GO:0030038),2.080301e-02,4.105128e-02,205.00,1,SRC,Dasatinib,No
GO_BP,Positive Regulation Of Endothelial Cell Chemotaxis (GO:2001028),2.080301e-02,4.105128e-02,205.00,1,FGFR1,NINTEDANIB; NINTEDANIB ESYLATE; PAZOPANIB; PAZOPANIB HYDROCHLORIDE; REGORAFENIB,No
GO_BP,Stress Fiber Assembly (GO:0043149),2.080301e-02,4.105128e-02,205.00,1,SRC,Dasatinib,No
GO_BP,Positive Regulation Of Long-Term Synaptic Potentiation (GO:1900273),2.080301e-02,4.105128e-02,205.00,1,EPHB2,Dasatinib,No
GO_BP,Positive Regulation Of Protein-Containing Complex Disassembly (GO:0043243),2.080301e-02,4.105128e-02,205.00,1,IGF1R,MECASERMIN,No
GO_BP,Positive Regulation Of Transcription From RNA Polymerase II Promoter Involved In Cellular Response To Chemical Stimulus (GO:1901522),2.080301e-02,4.105128e-02,205.00,1,NFE2L2,BARDOXOLONE METHYL,No
GO_BP,Lipoprotein Biosynthetic Process (GO:0042158),2.080301e-02,4.105128e-02,205.00,1,ATG5,Spermidine,No
GO_BP,Mammary Gland Epithelium Development (GO:0061180),2.080301e-02,4.105128e-02,205.00,1,EPHA2,Dasatinib,No
GO_BP,Regulation Of MHC Class II Biosynthetic Process (GO:0045346),2.080301e-02,4.105128e-02,205.00,1,SIRT1,Resveratrol,No
GO_BP,Negative Regulation Of Androgen Receptor Signaling Pathway (GO:0060766),2.080301e-02,4.105128e-02,205.00,1,SIRT1,Resveratrol,No
GO_BP,Regulation Of Bone Remodeling (GO:0046850),2.080301e-02,4.105128e-02,205.00,1,SRC,Dasatinib,No
GO_BP,Negative Regulation Of Defense Response To Virus (GO:0050687),2.080301e-02,4.105128e-02,205.00,1,ATG5,Spermidine,No
GO_BP,Negative Regulation Of Protein Phosphorylation (GO:0001933),2.092329e-02,4.121013e-02,37.25,2,PPARG; EPHB2,BARDOXOLONE METHYL; BEZAFIBRATE; Dasatinib; ROSIGLITAZONE,No
GO_BP,Regulation Of DNA-templated Transcription (GO:0006355),2.113626e-02,4.155059e-02,11.07,7,MGAM; IL6; PRKAA1; ABL1; PPARG; SIRT1; NFE2L2,Acarbose; BARDOXOLONE METHYL; BEZAFIBRATE; Dasatinib; Metformin; ROSIGLITAZONE; Resveratrol; SILTUXIMAB,No
GO_BP,Neuron Development (GO:0048666),2.118648e-02,4.157045e-02,36.87,2,IL6; ULK1,SILTUXIMAB; Spermidine,No
Reactome,Cellular Response To Starvation R-HSA-9711097,2.198440e-02,4.454567e-02,35.79,2,RPTOR; MTOR,DACTOLISIB; GEDATOLISIB; Rapamycin,No
Reactome,Activation Of BAD And Translocation To Mitochondria R-HSA-111447,2.227283e-02,4.454567e-02,187.00,1,BCL2,VENETOCLAX,Yes
Reactome,GRB2:SOS Provides Linkage To MAPK Signaling For Integrins R-HSA-354194,2.227283e-02,4.454567e-02,187.00,1,SRC,Dasatinib,No
Reactome,Glycogen Storage Diseases R-HSA-3229121,2.227283e-02,4.454567e-02,187.00,1,GAA,Acarbose,No
Reactome,Prolactin Receptor Signaling R-HSA-1170546,2.227283e-02,4.454567e-02,187.00,1,GHR,SOMATROPIN,No
Reactome,p130Cas Linkage To MAPK Signaling For Integrins R-HSA-372708,2.227283e-02,4.454567e-02,187.00,1,SRC,Dasatinib,No
Reactome,Signaling By ERBB2 ECD Mutants R-HSA-9665348,2.227283e-02,4.454567e-02,187.00,1,PIK3R1,DACTOLISIB; GEDATOLISIB,No
Reactome,EPHA-mediated Growth Cone Collapse R-HSA-3928663,2.227283e-02,4.454567e-02,187.00,1,SRC,Dasatinib,No
Reactome,Signaling By FLT3 ITD And TKD Mutants R-HSA-9703648,2.227283e-02,4.454567e-02,187.00,1,PIK3R1,DACTOLISIB; GEDATOLISIB,No
GO_BP,Regulation Of Cholesterol Biosynthetic Process (GO:0045540),2.227283e-02,4.288969e-02,187.00,1,PRKAA1,Metformin,No
GO_BP,Negative Regulation Of Focal Adhesion Assembly (GO:0051895),2.227283e-02,4.288969e-02,187.00,1,SRC,Dasatinib,No
GO_BP,Regulation Of Dephosphorylation (GO:0035303),2.227283e-02,4.288969e-02,187.00,1,SRC,Dasatinib,No
GO_BP,Regulation Of miRNA-mediated Gene Silencing (GO:0060964),2.227283e-02,4.288969e-02,187.00,1,PPARG,BARDOXOLONE METHYL; BEZAFIBRATE; ROSIGLITAZONE,No
GO_BP,Regulation Of Multicellular Organism Growth (GO:0040014),2.227283e-02,4.288969e-02,187.00,1,GHR,SOMATROPIN,No
GO_BP,Dendritic Spine Morphogenesis (GO:0060997),2.227283e-02,4.288969e-02,187.00,1,EPHB2,Dasatinib,No
GO_BP,Positive Regulation Of Glucose Metabolic Process (GO:0010907),2.227283e-02,4.288969e-02,187.00,1,SIRT1,Resveratrol,No
GO_BP,Regulation Of Bicellular Tight Junction Assembly (GO:2000810),2.227283e-02,4.288969e-02,187.00,1,EPHA2,Dasatinib,No
GO_BP,Regulation Of Carbohydrate Metabolic Process (GO:0006109),2.227283e-02,4.288969e-02,187.00,1,SIRT1,Resveratrol,No
GO_BP,Negative Regulation Of Cell-Substrate Junction Organization (GO:0150118),2.227283e-02,4.288969e-02,187.00,1,SRC,Dasatinib,No
GO_BP,Cellular Response To Growth Factor Stimulus (GO:0071363),2.252325e-02,4.329144e-02,35.09,2,FLT1; RPS6KB1,NINTEDANIB; NINTEDANIB ESYLATE; PAZOPANIB; PAZOPANIB HYDROCHLORIDE; REGORAFENIB; Rapamycin,No
Reactome,FOXO-mediated Transcription Of Cell Death Genes R-HSA-9614657,2.374052e-02,4.602008e-02,171.59,1,STK11,Metformin,Yes
Reactome,Spry Regulation Of FGF Signaling R-HSA-1295596,2.374052e-02,4.602008e-02,171.59,1,SRC,Dasatinib,Yes
Reactome,PI3K Events In ERBB2 Signaling R-HSA-1963642,2.374052e-02,4.602008e-02,171.59,1,PIK3R1,DACTOLISIB; GEDATOLISIB,Yes
Reactome,Phospholipase C-mediated Cascade: FGFR1 R-HSA-5654219,2.374052e-02,4.602008e-02,171.59,1,FGFR1,NINTEDANIB; NINTEDANIB ESYLATE; PAZOPANIB; PAZOPANIB HYDROCHLORIDE; REGORAFENIB,Yes
Reactome,Regulation Of KIT Signaling R-HSA-1433559,2.374052e-02,4.602008e-02,171.59,1,SRC,Dasatinib,No
Reactome,FGFR1 Ligand Binding And Activation R-HSA-190242,2.374052e-02,4.602008e-02,171.59,1,FGFR1,NINTEDANIB; NINTEDANIB ESYLATE; PAZOPANIB; PAZOPANIB HYDROCHLORIDE; REGORAFENIB,Yes
GO_BP,Negative Regulation Of Inflammatory Response To Antigenic Stimulus (GO:0002862),2.374052e-02,4.439563e-02,171.59,1,SRC,Dasatinib,Yes
GO_BP,Regulation Of Steroid Biosynthetic Process (GO:0050810),2.374052e-02,4.439563e-02,171.59,1,SIRT1,Resveratrol,No
GO_BP,Regulation Of Triglyceride Biosynthetic Process (GO:0010866),2.374052e-02,4.439563e-02,171.59,1,SIRT1,Resveratrol,No
GO_BP,Response To UV-B (GO:0010224),2.374052e-02,4.439563e-02,171.59,1,STK11,Metformin,No
GO_BP,Reticulophagy (GO:0061709),2.374052e-02,4.439563e-02,171.59,1,ULK1,Spermidine,No
GO_BP,Positive Regulation Of Homotypic Cell-Cell Adhesion (GO:0034112),2.374052e-02,4.439563e-02,171.59,1,IL6,SILTUXIMAB,No
GO_BP,Extrinsic Apoptotic Signaling Pathway In Absence Of Ligand (GO:0097192),2.374052e-02,4.439563e-02,171.59,1,BCL2,VENETOCLAX,No
GO_BP,Positive Regulation Of Myeloid Leukocyte Cytokine Production Involved In Immune Response (GO:0061081),2.374052e-02,4.439563e-02,171.59,1,SIRT1,Resveratrol,No
GO_BP,Vasculature Development (GO:0001944),2.374052e-02,4.439563e-02,171.59,1,STK11,Metformin,No
GO_BP,Regulation Of NMDA Receptor Activity (GO:2000310),2.374052e-02,4.439563e-02,171.59,1,EPHB2,Dasatinib,No
GO_BP,Negative Regulation Of ATP-dependent Activity (GO:0032780),2.374052e-02,4.439563e-02,171.59,1,SIRT1,Resveratrol,No
GO_BP,Negative Regulation Of Anoikis (GO:2000811),2.374052e-02,4.439563e-02,171.59,1,SRC,Dasatinib,No
GO_BP,Regulation Of Autophagosome Maturation (GO:1901096),2.374052e-02,4.439563e-02,171.59,1,ATG5,Spermidine,No
GO_BP,Negative Regulation Of Biosynthetic Process (GO:0009890),2.374052e-02,4.439563e-02,171.59,1,IL6,SILTUXIMAB,No
